"chrom","label","start","end"
"chr6","chr",30483021,30484298
"chr6","chr",30483072,30497038
"chr6","chr",30483073,30510109
"chr6","chr",30483154,30484460
"chr6","chr",30483306,30487216
"chr6","chr",30483321,30499807
"chr6","chr",30483441,30487320
"chr6","chr",30483845,30487894
"chr6","chr",30483881,30500320
"chr6","chr",30483941,30488162
"chr6","chr",30483968,30511106
"chr6","chr",30484056,30488308
"chr6","chr",30484131,30502924
"chr6","chr",30484165,30488468
"chr6","chr",30484434,30488548
"chr6","chr",30484461,30503116
"chr6","chr",30484659,30488993
"chr6","chr",30487255,30495884
"chr6","chr",30487883,30496018
"chr6","chr",30488060,30496899
"chr6","chr",30488163,30497037
"chr6","chr",30488383,30497103
"chr6","chr",30488555,30497485
"chr6","chr",30488975,30497588
"chr6","chr",30495890,30498422
"chr6","chr",30495942,30505843
"chr6","chr",30496028,30498463
"chr6","chr",30496054,30511778
"chr6","chr",30496886,30499776
"chr6","chr",30496969,30509409
"chr6","chr",30496986,30500297
"chr6","chr",30497053,30512847
"chr6","chr",30497113,30500551
"chr6","chr",30497466,30501160
"chr6","chr",30497554,30501437
"chr6","chr",30497958,30502559
"chr6","chr",30498464,30509931
"chr6","chr",30498476,30502820
"chr6","chr",30499754,30502922
"chr6","chr",30500296,30503101
"chr6","chr",30500330,30510305
"chr6","chr",30500420,30504758
"chr6","chr",30501143,30505468
"chr6","chr",30501425,30505690
"chr6","chr",30501751,30505842
"chr6","chr",30502819,30507473
"chr6","chr",30502882,30510824
"chr6","chr",30502912,30513538
"chr6","chr",30502919,30508403
"chr6","chr",30503025,30509402
"chr6","chr",30503108,30511057
"chr6","chr",30504744,30509460
"chr6","chr",30504745,30511574
"chr6","chr",30504983,30509700
"chr6","chr",30505569,30509815
"chr6","chr",30505765,30509899
"chr6","chr",30506713,30510005
"chr6","chr",30508013,30510256
"chr6","chr",30509360,30510297
"chr6","chr",30509390,30511757
"chr6","chr",30509410,30514439
"chr6","chr",30509453,30510447
"chr6","chr",30509605,30510635
"chr6","chr",30509777,30510749
"chr6","chr",30509896,30510923
"chr6","chr",30509940,30512262
"chr6","chr",30510003,30511036
"chr6","chr",30510088,30514608
"chr6","chr",30510108,30511206
"chr6","chr",30510258,30511398
"chr6","chr",30510300,30512760
"chr6","chr",30510405,30511579
"chr6","chr",30510487,30512781
"chr6","chr",30510585,30511715
"chr6","chr",30510743,30511862
"chr6","chr",30510919,30511982
"chr6","chr",30511034,30512057
"chr6","chr",30511045,30513226
"chr6","chr",30511090,30515230
"chr6","chr",30511212,30512261
"chr6","chr",30511407,30512650
"chr6","chr",30511449,30513530
"chr6","chr",30511554,30512749
"chr6","chr",30511693,30512795
"chr6","chr",30511722,30513534
"chr6","chr",30511775,30517340
"chr6","chr",30511836,30512956
"chr6","chr",30511952,30513211
"chr6","chr",30512023,30513871
"chr6","chr",30512056,30513387
"chr6","chr",30512200,30513508
"chr6","chr",30512251,30514438
"chr6","chr",30512523,30513876
"chr6","chr",30512685,30514048
"chr6","chr",30512761,30514796
"chr6","chr",30512786,30514241
"chr6","chr",30512796,30518594
"chr6","chr",30512933,30514420
"chr6","chr",30512966,30515223
"chr6","chr",30513169,30514578
"chr6","chr",30513227,30517251
"chr6","chr",30513288,30514729
"chr6","chr",30513481,30515021
"chr6","chr",30513533,30517322
"chr6","chr",30513535,30519260
"chr6","chr",30513799,30515021
"chr6","chr",30513877,30518566
"chr6","chr",30514049,30520244
"chr6","chr",30514061,30515124
"chr6","chr",30514172,30515268
"chr6","chr",30514370,30515440
"chr6","chr",30514421,30518948
"chr6","chr",30514545,30515631
"chr6","chr",30514584,30520943
"chr6","chr",30514708,30516293
"chr6","chr",30514725,30519237
"chr6","chr",30514835,30516534
"chr6","chr",30515029,30516582
"chr6","chr",30515120,30517075
"chr6","chr",30515138,30520221
"chr6","chr",30515229,30521314
NA,"neg",NA,NA
"chr6","chr",30515439,30517304
"chr6","chr",30515553,30517998
"chr6","chr",30515632,30520424
"chr6","chr",30516200,30518097
"chr6","chr",30516449,30518280
"chr6","chr",30516572,30518515
"chr6","chr",30516742,30518546
"chr6","chr",30517178,30518769
"chr6","chr",30517303,30518865
"chr6","chr",30517319,30520615
"chr6","chr",30517337,30522431
"chr6","chr",30517477,30519132
"chr6","chr",30518000,30519221
"chr6","chr",30518204,30519310
"chr6","chr",30518438,30520116
"chr6","chr",30518522,30520939
"chr6","chr",30518559,30520158
"chr6","chr",30518573,30523035
"chr6","chr",30518691,30520282
"chr6","chr",30518872,30520398
"chr6","chr",30518879,30521140
"chr6","chr",30519052,30520513
"chr6","chr",30519188,30520611
"chr6","chr",30519226,30521624
"chr6","chr",30519274,30523567
"chr6","chr",30519309,30520780
"chr6","chr",30519934,30520882
"chr6","chr",30520150,30521039
"chr6","chr",30520177,30521631
"chr6","chr",30520253,30524327
"chr6","chr",30520268,30521147
"chr6","chr",30520397,30521286
"chr6","chr",30520410,30522356
"chr6","chr",30520524,30521600
"chr6","chr",30520610,30521623
"chr6","chr",30520614,30522346
"chr6","chr",30520770,30524992
"chr6","chr",30520773,30521853
"chr6","chr",30520872,30522651
"chr6","chr",30520873,30522063
"chr6","chr",30521032,30522178
"chr6","chr",30521132,30522215
"chr6","chr",30521132,30522976
"chr6","chr",30521253,30522339
"chr6","chr",30521300,30525977
"chr6","chr",30521334,30523209
"chr6","chr",30521448,30522480
"chr6","chr",30521606,30522605
"chr6","chr",30521630,30523423
"chr6","chr",30521850,30522843
"chr6","chr",30521879,30523621
"chr6","chr",30521974,30522969
"chr6","chr",30522122,30523145
"chr6","chr",30522228,30523244
"chr6","chr",30522345,30523960
"chr6","chr",30522349,30523368
"chr6","chr",30522374,30529722
"chr6","chr",30522476,30523490
"chr6","chr",30522608,30523605
"chr6","chr",30522664,30524320
"chr6","chr",30522837,30523696
"chr6","chr",30522874,30524520
"chr6","chr",30522960,30523903
"chr6","chr",30522977,30530379
"chr6","chr",30523139,30524299
"chr6","chr",30523222,30524749
"chr6","chr",30523243,30524472
"chr6","chr",30523367,30524601
"chr6","chr",30523418,30525000
"chr6","chr",30523499,30524743
"chr6","chr",30523565,30531672
"chr6","chr",30523590,30524853
"chr6","chr",30523620,30525269
"chr6","chr",30523695,30524976
"chr6","chr",30523854,30525091
"chr6","chr",30523921,30525446
"chr6","chr",30524231,30525204
"chr6","chr",30524302,30525670
"chr6","chr",30524326,30532991
"chr6","chr",30524471,30525307
"chr6","chr",30524518,30525990
"chr6","chr",30524586,30525420
"chr6","chr",30524735,30529703
"chr6","chr",30524738,30525572
"chr6","chr",30524852,30525780
"chr6","chr",30524964,30525970
"chr6","chr",30524994,30529735
"chr6","chr",30525005,30539125
"chr6","chr",30525083,30526550
"chr6","chr",30525189,30526551
"chr6","chr",30525229,30530252
"chr6","chr",30525306,30529573
"chr6","chr",30525392,30529702
"chr6","chr",30525435,30530646
"chr6","chr",30525558,30529803
"chr6","chr",30525619,30539555
"chr6","chr",30525665,30530933
"chr6","chr",30525710,30529929
"chr6","chr",30525940,30530203
"chr6","chr",30525985,30531654
"chr6","chr",30526201,30530215
"chr6","chr",30526562,30532037
"chr6","chr",30526565,30530345
"chr6","chr",30529474,30530484
"chr6","chr",30529685,30530617
NA,"neg",NA,NA
"chr6","chr",30529721,30540130
"chr6","chr",30529799,30530776
"chr6","chr",30529928,30530861
"chr6","chr",30530052,30530988
"chr6","chr",30530194,30531242
"chr6","chr",30530241,30532922
"chr6","chr",30530316,30531590
"chr6","chr",30530347,30540842
"chr6","chr",30530448,30531624
"chr6","chr",30530608,30531827
"chr6","chr",30530645,30533830
"chr6","chr",30530718,30532005
"chr6","chr",30530859,30532100
"chr6","chr",30530927,30533827
"chr6","chr",30530974,30532304
"chr6","chr",30531252,30532908
"chr6","chr",30531380,30533052
"chr6","chr",30531617,30533489
"chr6","chr",30531639,30537829
"chr6","chr",30531651,30542644
"chr6","chr",30531726,30533782
"chr6","chr",30531948,30534790
"chr6","chr",30532010,30538989
"chr6","chr",30532099,30535126
"chr6","chr",30532300,30535516
"chr6","chr",30532319,30539022
"chr6","chr",30532888,30535887
NA,"neg",NA,NA
"chr6","chr",30532946,30545138
"chr6","chr",30533019,30536025
"chr6","chr",30533474,30536338
"chr6","chr",30533490,30539749
"chr6","chr",30533781,30537385
"chr6","chr",30533823,30540117
"chr6","chr",30534443,30537404
"chr6","chr",30535125,30537827
"chr6","chr",30535486,30537982
"chr6","chr",30535884,30538228
"chr6","chr",30536015,30538634
"chr6","chr",30536337,30538702
"chr6","chr",30537162,30538983
"chr6","chr",30537403,30539056
"chr6","chr",30537460,30540677
"chr6","chr",30537734,30539214
"chr6","chr",30537816,30541270
"chr6","chr",30537989,30539441
NA,"neg",NA,NA
"chr6","chr",30538552,30539671
"chr6","chr",30538671,30539955
"chr6","chr",30538951,30540128
"chr6","chr",30539021,30541742
"chr6","chr",30539039,30540674
"chr6","chr",30539047,30546021
"chr6","chr",30539227,30540762
"chr6","chr",30539404,30540873
"chr6","chr",30539442,30542261
"chr6","chr",30539514,30541135
"chr6","chr",30539554,30547056
"chr6","chr",30539654,30541252
"chr6","chr",30539747,30542318
"chr6","chr",30539799,30541397
"chr6","chr",30540071,30541718
"chr6","chr",30540116,30542640
"chr6","chr",30540135,30550175
"chr6","chr",30540615,30541868
"chr6","chr",30540690,30544490
NA,"neg",NA,NA
"chr6","chr",30540761,30542260
"chr6","chr",30540881,30542455
"chr6","chr",30540937,30545123
"chr6","chr",30540991,30542597
"chr6","chr",30541193,30543561
"chr6","chr",30541271,30545997
"chr6","chr",30541342,30544391
"chr6","chr",30541708,30544476
"chr6","chr",30541764,30546138
"chr6","chr",30541851,30544619
"chr6","chr",30542259,30544951
"chr6","chr",30542305,30546340
"chr6","chr",30542454,30545122
"chr6","chr",30542590,30545546
"chr6","chr",30542627,30552196
"chr6","chr",30542639,30547047
"chr6","chr",30543309,30545714
"chr6","chr",30544366,30545880
"chr6","chr",30544464,30547810
"chr6","chr",30544475,30545989
"chr6","chr",30544491,30553445
"chr6","chr",30544588,30546116
"chr6","chr",30544854,30546284
"chr6","chr",30544952,30549076
"chr6","chr",30545119,30546359
"chr6","chr",30545306,30546955
"chr6","chr",30545623,30546967
"chr6","chr",30545812,30547591
"chr6","chr",30545890,30550146
"chr6","chr",30545968,30547589
"chr6","chr",30545998,30553981
"chr6","chr",30546115,30547715
"chr6","chr",30546117,30550366
"chr6","chr",30546246,30548368
"chr6","chr",30546322,30551000
"chr6","chr",30546350,30548949
"chr6","chr",30546498,30549041
"chr6","chr",30546971,30549152
NA,"neg",NA,NA
"chr6","chr",30547055,30556632
"chr6","chr",30547101,30549651
"chr6","chr",30547594,30550155
"chr6","chr",30547710,30550312
"chr6","chr",30547800,30551643
"chr6","chr",30548353,30550797
"chr6","chr",30548744,30550975
"chr6","chr",30548991,30551096
"chr6","chr",30549046,30552199
"chr6","chr",30549095,30551212
"chr6","chr",30549479,30551322
"chr6","chr",30550132,30551410
"chr6","chr",30550145,30552430
"chr6","chr",30550167,30557819
"chr6","chr",30550301,30551584
"chr6","chr",30550361,30553032
"chr6","chr",30550790,30551804
"chr6","chr",30550863,30553141
"chr6","chr",30550910,30552026
"chr6","chr",30551001,30558106
"chr6","chr",30551062,30552142
"chr6","chr",30551155,30552282
"chr6","chr",30551223,30553429
"chr6","chr",30551283,30552429
"chr6","chr",30551408,30552553
"chr6","chr",30551481,30553606
"chr6","chr",30551583,30552906
"chr6","chr",30551759,30552974
"chr6","chr",30551971,30553091
"chr6","chr",30552122,30553304
"chr6","chr",30552145,30553935
"chr6","chr",30552208,30558625
"chr6","chr",30552269,30553380
"chr6","chr",30552346,30554319
"chr6","chr",30552390,30553518
"chr6","chr",30552513,30553856
"chr6","chr",30552613,30554437
"chr6","chr",30552688,30553872
"chr6","chr",30552972,30553961
"chr6","chr",30553087,30554156
"chr6","chr",30553126,30556644
"chr6","chr",30553262,30554267
"chr6","chr",30553322,30557166
"chr6","chr",30553379,30554440
"chr6","chr",30553444,30560538
"chr6","chr",30553519,30554663
"chr6","chr",30553564,30557571
"chr6","chr",30553681,30556619
"chr6","chr",30553871,30556759
"chr6","chr",30553874,30557830
NA,"neg",NA,NA
"chr6","chr",30553972,30557110
"chr6","chr",30554126,30557161
"chr6","chr",30554159,30558078
"chr6","chr",30554266,30557494
"chr6","chr",30554439,30557676
"chr6","chr",30554441,30558426
"chr6","chr",30554470,30562784
"chr6","chr",30554634,30557747
"chr6","chr",30556609,30557879
"chr6","chr",30556620,30558495
"chr6","chr",30556770,30557999
"chr6","chr",30557012,30558095
"chr6","chr",30557121,30558750
"chr6","chr",30557144,30558205
"chr6","chr",30557497,30558997
"chr6","chr",30557501,30558400
"chr6","chr",30557572,30563437
"chr6","chr",30557623,30558473
"chr6","chr",30557729,30558584
"chr6","chr",30557829,30560040
"chr6","chr",30557883,30558723
"chr6","chr",30557998,30558833
"chr6","chr",30558032,30560322
"chr6","chr",30558077,30565294
"chr6","chr",30558099,30558972
"chr6","chr",30558196,30559096
"chr6","chr",30558285,30560550
"chr6","chr",30558334,30559261
"chr6","chr",30558461,30560051
"chr6","chr",30558490,30562018
"chr6","chr",30558573,30560231
"chr6","chr",30558599,30567605
"chr6","chr",30558714,30560374
"chr6","chr",30558725,30562129
"chr6","chr",30558822,30560485
"chr6","chr",30558976,30560769
"chr6","chr",30558976,30562628
"chr6","chr",30559099,30561123
"chr6","chr",30559262,30563441
"chr6","chr",30559269,30561152
"chr6","chr",30560050,30561788
"chr6","chr",30560230,30562017
"chr6","chr",30560283,30565122
"chr6","chr",30560349,30562133
"chr6","chr",30560448,30568645
"chr6","chr",30560484,30562595
"chr6","chr",30560543,30565332
"chr6","chr",30560615,30562630
"chr6","chr",30560770,30562766
"chr6","chr",30561133,30563341
"chr6","chr",30561223,30566226
"chr6","chr",30561799,30563439
"chr6","chr",30561973,30563479
"chr6","chr",30562036,30567588
"chr6","chr",30562108,30565065
"chr6","chr",30562205,30569348
"chr6","chr",30562488,30565239
NA,"neg",NA,NA
"chr6","chr",30562631,30568494
"chr6","chr",30562711,30570691
"chr6","chr",30562763,30566202
NA,"neg",NA,NA
"chr6","chr",30563378,30566843
"chr6","chr",30563436,30571575
"chr6","chr",30563440,30568592
"chr6","chr",30563478,30567458
NA,"neg",NA,NA
"chr6","chr",30565116,30568771
"chr6","chr",30565238,30567598
"chr6","chr",30565253,30572002
"chr6","chr",30565331,30568971
"chr6","chr",30565356,30567681
"chr6","chr",30566128,30568433
"chr6","chr",30566225,30569333
"chr6","chr",30566544,30568467
"chr6","chr",30566838,30568605
"chr6","chr",30567244,30568728
"chr6","chr",30567445,30568965
"chr6","chr",30567494,30569505
"chr6","chr",30567584,30569079
"chr6","chr",30567603,30572502
"chr6","chr",30567680,30569276
"chr6","chr",30567688,30570073
"chr6","chr",30568290,30569331
"chr6","chr",30568451,30569462
"chr6","chr",30568519,30570294
"chr6","chr",30568599,30569551
"chr6","chr",30568653,30573130
"chr6","chr",30568702,30569656
"chr6","chr",30568769,30570323
"chr6","chr",30568948,30569826
"chr6","chr",30568970,30570688
"chr6","chr",30569075,30570072
"chr6","chr",30569203,30570215
"chr6","chr",30569263,30571015
"chr6","chr",30569330,30570329
"chr6","chr",30569347,30573740
"chr6","chr",30569436,30570601
"chr6","chr",30569495,30571136
"chr6","chr",30569548,30570698
"chr6","chr",30569668,30570800
"chr6","chr",30569810,30570993
"chr6","chr",30569844,30571410
"chr6","chr",30570058,30571116
"chr6","chr",30570075,30571634
"chr6","chr",30570214,30571254
"chr6","chr",30570309,30571840
"chr6","chr",30570315,30571402
"chr6","chr",30570544,30571564
"chr6","chr",30570621,30572219
"chr6","chr",30570666,30571707
"chr6","chr",30570690,30574266
"chr6","chr",30570798,30571831
"chr6","chr",30570872,30572450
"chr6","chr",30570935,30571968
"chr6","chr",30571065,30572135
"chr6","chr",30571134,30572693
"chr6","chr",30571205,30572215
"chr6","chr",30571319,30572325
"chr6","chr",30571417,30572973
"chr6","chr",30571431,30576591
"chr6","chr",30571563,30572438
"chr6","chr",30571623,30573227
"chr6","chr",30571704,30572588
"chr6","chr",30571825,30572692
"chr6","chr",30571832,30573691
"chr6","chr",30571933,30572776
"chr6","chr",30571955,30577146
"chr6","chr",30572109,30572933
"chr6","chr",30572225,30573129
"chr6","chr",30572230,30573925
"chr6","chr",30572319,30573216
"chr6","chr",30572435,30573327
NA,"neg",NA,NA
"chr6","chr",30572501,30577721
"chr6","chr",30572573,30573689
NA,"neg",NA,NA
"chr6","chr",30572665,30573820
"chr6","chr",30572770,30573924
"chr6","chr",30572914,30574066
"chr6","chr",30572963,30576683
"chr6","chr",30573003,30580728
"chr6","chr",30573066,30574250
"chr6","chr",30573165,30574353
"chr6","chr",30573226,30577144
"chr6","chr",30573321,30574606
"chr6","chr",30573690,30577406
"chr6","chr",30573701,30574632
"chr6","chr",30573705,30581579
"chr6","chr",30573801,30575233
"chr6","chr",30573890,30577682
"chr6","chr",30573901,30575704
"chr6","chr",30574026,30575979
"chr6","chr",30574189,30576377
"chr6","chr",30574238,30577970
"chr6","chr",30574250,30582157
"chr6","chr",30574347,30576561
"chr6","chr",30574482,30576680
"chr6","chr",30574602,30576805
"chr6","chr",30574865,30577075
"chr6","chr",30575465,30577209
"chr6","chr",30575708,30577392
"chr6","chr",30576378,30578185
"chr6","chr",30576391,30577529
"chr6","chr",30576563,30577658
"chr6","chr",30576590,30583237
"chr6","chr",30576693,30577767
"chr6","chr",30576697,30579514
"chr6","chr",30576800,30577921
"chr6","chr",30577034,30578109
"chr6","chr",30577082,30580556
"chr6","chr",30577145,30584448
"chr6","chr",30577173,30578344
NA,"neg",NA,NA
"chr6","chr",30577397,30580586
"chr6","chr",30577497,30578530
"chr6","chr",30577659,30580891
"chr6","chr",30577663,30578652
NA,"neg",NA,NA
"chr6","chr",30577766,30578804
"chr6","chr",30577903,30579297
"chr6","chr",30577922,30581563
"chr6","chr",30578088,30579432
"chr6","chr",30578122,30581764
"chr6","chr",30578187,30579649
"chr6","chr",30578406,30579989
"chr6","chr",30578525,30580142
"chr6","chr",30578551,30582135
"chr6","chr",30578654,30580436
"chr6","chr",30578800,30580551
"chr6","chr",30579147,30580722
"chr6","chr",30579434,30580835
"chr6","chr",30579589,30581035
"chr6","chr",30579650,30582335
"chr6","chr",30579812,30581236
"chr6","chr",30579996,30581407
"chr6","chr",30580147,30581516
NA,"neg",NA,NA
"chr6","chr",30580585,30582926
"chr6","chr",30580624,30585534
"chr6","chr",30580666,30581820
"chr6","chr",30580829,30581921
"chr6","chr",30580885,30583207
"chr6","chr",30581043,30582117
"chr6","chr",30581159,30582162
"chr6","chr",30581343,30582275
"chr6","chr",30581454,30583980
"chr6","chr",30581496,30582523
"chr6","chr",30581575,30586337
"chr6","chr",30581701,30582558
"chr6","chr",30581763,30584447
"chr6","chr",30581828,30582855
"chr6","chr",30581920,30582871
"chr6","chr",30581969,30584882
"chr6","chr",30582072,30583152
"chr6","chr",30582155,30587540
"chr6","chr",30582158,30583201
"chr6","chr",30582280,30583290
"chr6","chr",30582331,30585101
"chr6","chr",30582375,30583458
"chr6","chr",30582538,30583914
"chr6","chr",30582742,30584096
"chr6","chr",30582846,30584445
"chr6","chr",30582908,30585511
"chr6","chr",30583040,30584446
"chr6","chr",30583161,30584571
"chr6","chr",30583187,30585625
"chr6","chr",30583236,30588190
"chr6","chr",30583295,30584774
"chr6","chr",30583457,30584874
"chr6","chr",30583867,30585006
"chr6","chr",30583959,30585822
"chr6","chr",30584066,30585080
"chr6","chr",30584132,30590672
"chr6","chr",30584282,30585351
"chr6","chr",30584431,30585499
"chr6","chr",30584432,30586227
"chr6","chr",30584566,30585533
"chr6","chr",30584686,30585641
"chr6","chr",30584864,30585770
"chr6","chr",30584881,30586399
"chr6","chr",30584886,30593148
"chr6","chr",30584977,30585874
"chr6","chr",30585079,30586101
"chr6","chr",30585100,30587388
"chr6","chr",30585292,30586153
"chr6","chr",30585337,30587515
"chr6","chr",30585427,30586320
"chr6","chr",30585512,30594207
"chr6","chr",30585532,30586453
"chr6","chr",30585594,30587733
"chr6","chr",30585627,30586544
"chr6","chr",30585755,30587354
"chr6","chr",30585821,30588202
"chr6","chr",30585868,30587496
"chr6","chr",30585986,30587563
"chr6","chr",30586152,30587713
NA,"neg",NA,NA
"chr6","chr",30586304,30588168
"chr6","chr",30586323,30594848
"chr6","chr",30586370,30590479
"chr6","chr",30586411,30588649
"chr6","chr",30586498,30589292
"chr6","chr",30586593,30590646
"chr6","chr",30587284,30590027
"chr6","chr",30587389,30592500
"chr6","chr",30587445,30590465
"chr6","chr",30587516,30595446
"chr6","chr",30587562,30590599
"chr6","chr",30587712,30590758
"chr6","chr",30587729,30592588
"chr6","chr",30588175,30591519
"chr6","chr",30588189,30595956
"chr6","chr",30588199,30593070
"chr6","chr",30588645,30591725
NA,"neg",NA,NA
"chr6","chr",30588777,30592379
"chr6","chr",30590007,30592472
"chr6","chr",30590031,30593510
"chr6","chr",30590455,30592594
"chr6","chr",30590584,30592831
"chr6","chr",30590606,30594203
"chr6","chr",30590647,30599712
"chr6","chr",30590736,30592944
"chr6","chr",30591372,30593040
"chr6","chr",30591712,30594518
"chr6","chr",30591724,30593132
"chr6","chr",30592268,30593305
"chr6","chr",30592483,30593446
"chr6","chr",30592552,30594677
"chr6","chr",30592578,30593562
"chr6","chr",30592731,30594030
"chr6","chr",30592844,30594201
"chr6","chr",30592997,30594295
"chr6","chr",30593040,30594912
"chr6","chr",30593106,30594386
"chr6","chr",30593141,30601084
"chr6","chr",30593306,30595412
"chr6","chr",30593311,30594517
"chr6","chr",30593425,30594679
"chr6","chr",30593509,30595856
"chr6","chr",30593570,30594846
"chr6","chr",30593973,30594958
"chr6","chr",30594162,30595114
"chr6","chr",30594202,30595918
"chr6","chr",30594206,30608381
"chr6","chr",30594268,30595351
"chr6","chr",30594364,30595374
"chr6","chr",30594428,30596127
"chr6","chr",30594490,30595505
"chr6","chr",30594599,30595628
"chr6","chr",30594667,30598913
"chr6","chr",30594840,30595753
"chr6","chr",30594847,30609570
"chr6","chr",30594871,30599646
"chr6","chr",30594951,30595849
"chr6","chr",30595080,30595954
"chr6","chr",30595187,30596098
"chr6","chr",30595367,30597313
"chr6","chr",30595408,30601072
"chr6","chr",30595432,30610800
"chr6","chr",30595504,30597766
"chr6","chr",30595606,30597771
"chr6","chr",30595705,30601212
"chr6","chr",30595721,30598767
"chr6","chr",30595828,30598882
"chr6","chr",30595895,30601458
"chr6","chr",30595939,30599642
"chr6","chr",30595955,30610791
"chr6","chr",30596072,30599770
NA,"neg",NA,NA
"chr6","chr",30596174,30600760
"chr6","chr",30597316,30600808
"chr6","chr",30597767,30600996
"chr6","chr",30598766,30601200
"chr6","chr",30598880,30601384
"chr6","chr",30598887,30604493
"chr6","chr",30599617,30601413
"chr6","chr",30599645,30605132
"chr6","chr",30599701,30611706
"chr6","chr",30599732,30601662
"chr6","chr",30600433,30602373
"chr6","chr",30600805,30603526
"chr6","chr",30600995,30603812
"chr6","chr",30600998,30608230
"chr6","chr",30601062,30612022
"chr6","chr",30601131,30603997
"chr6","chr",30601202,30608236
"chr6","chr",30601231,30604417
"chr6","chr",30601410,30604883
"chr6","chr",30601443,30608529
"chr6","chr",30601654,30605125
"chr6","chr",30601663,30608667
"chr6","chr",30601828,30606489
"chr6","chr",30603519,30606546
"chr6","chr",30603811,30606723
"chr6","chr",30603814,30609139
"chr6","chr",30603943,30607048
"chr6","chr",30604399,30608229
"chr6","chr",30604878,30608394
"chr6","chr",30604917,30609145
"chr6","chr",30605114,30608460
"chr6","chr",30605265,30608622
"chr6","chr",30606478,30608849
"chr6","chr",30606558,30609539
"chr6","chr",30606618,30609130
"chr6","chr",30606739,30609208
"chr6","chr",30608228,30609338
"chr6","chr",30608235,30609644
"chr6","chr",30608241,30612823
"chr6","chr",30608330,30609515
"chr6","chr",30608442,30609921
"chr6","chr",30608459,30609616
NA,"neg",NA,NA
"chr6","chr",30608642,30610791
"chr6","chr",30608844,30609852
"chr6","chr",30608872,30610987
"chr6","chr",30609102,30610013
"chr6","chr",30609126,30611485
"chr6","chr",30609203,30610654
"chr6","chr",30609319,30610771
NA,"neg",NA,NA
"chr6","chr",30609475,30610993
"chr6","chr",30609562,30613784
"chr6","chr",30609617,30611874
"chr6","chr",30609618,30611114
"chr6","chr",30609714,30611319
"chr6","chr",30609830,30611459
"chr6","chr",30609886,30612166
"chr6","chr",30609984,30611553
"chr6","chr",30610060,30615740
"chr6","chr",30610580,30611691
"chr6","chr",30610642,30612775
"chr6","chr",30610754,30611864
"chr6","chr",30610801,30615730
"chr6","chr",30610985,30611974
"chr6","chr",30610994,30613627
"chr6","chr",30611110,30612119
"chr6","chr",30611281,30612245
NA,"neg",NA,NA
"chr6","chr",30611421,30612661
"chr6","chr",30611494,30617277
"chr6","chr",30611561,30612750
"chr6","chr",30611586,30614052
"chr6","chr",30611690,30612852
"chr6","chr",30611815,30613291
"chr6","chr",30611873,30615369
"chr6","chr",30611973,30613340
"chr6","chr",30612013,30617799
"chr6","chr",30612084,30613626
"chr6","chr",30612120,30615424
"chr6","chr",30612211,30613740
"chr6","chr",30612500,30614026
"chr6","chr",30612732,30614049
"chr6","chr",30612756,30615712
"chr6","chr",30612774,30618867
"chr6","chr",30612836,30614167
"chr6","chr",30612977,30614370
"chr6","chr",30613335,30614377
"chr6","chr",30613347,30617269
"chr6","chr",30613623,30614647
"chr6","chr",30613662,30617574
"chr6","chr",30613720,30620591
"chr6","chr",30613747,30615005
"chr6","chr",30613860,30615301
"chr6","chr",30614043,30615361
"chr6","chr",30614050,30617778
"chr6","chr",30614155,30615650
"chr6","chr",30614240,30622458
"chr6","chr",30614282,30615668
"chr6","chr",30614389,30615803
"chr6","chr",30614640,30615944
"chr6","chr",30614710,30618848
"chr6","chr",30614811,30616820
"chr6","chr",30615023,30616860
"chr6","chr",30615360,30617228
NA,"neg",NA,NA
"chr6","chr",30615494,30617347
"chr6","chr",30615654,30617502
"chr6","chr",30615712,30620128
"chr6","chr",30615727,30622483
"chr6","chr",30615776,30617616
"chr6","chr",30615896,30617767
"chr6","chr",30616041,30618791
"chr6","chr",30616826,30618814
"chr6","chr",30617233,30619115
"chr6","chr",30617248,30620485
"chr6","chr",30617263,30622998
"chr6","chr",30617346,30619206
"chr6","chr",30617475,30619579
"chr6","chr",30617557,30621101
"chr6","chr",30617595,30620108
"chr6","chr",30617751,30620426
"chr6","chr",30617763,30621505
"chr6","chr",30617798,30624100
"chr6","chr",30618108,30620556
"chr6","chr",30618800,30620740
"chr6","chr",30618820,30622413
"chr6","chr",30618865,30625253
"chr6","chr",30619037,30621029
"chr6","chr",30619149,30621453
"chr6","chr",30619239,30622457
"chr6","chr",30619578,30622021
"chr6","chr",30620109,30622423
"chr6","chr",30620116,30622649
"chr6","chr",30620402,30622537
"chr6","chr",30620473,30622903
"chr6","chr",30620505,30625598
"chr6","chr",30620553,30622627
"chr6","chr",30620700,30622824
"chr6","chr",30620743,30623385
"chr6","chr",30621028,30622841
"chr6","chr",30621448,30622974
"chr6","chr",30621459,30623817
"chr6","chr",30621513,30627171
"chr6","chr",30621970,30623282
"chr6","chr",30622058,30624033
"chr6","chr",30622394,30623303
"chr6","chr",30622430,30624304
"chr6","chr",30622460,30628149
"chr6","chr",30622517,30623522
"chr6","chr",30622618,30623766
"chr6","chr",30622657,30624805
"chr6","chr",30622740,30623794
"chr6","chr",30622840,30624018
"chr6","chr",30622864,30624967
"chr6","chr",30622957,30624084
"chr6","chr",30622978,30629368
"chr6","chr",30623112,30624253
"chr6","chr",30623298,30625200
"chr6","chr",30623299,30624379
"chr6","chr",30623415,30624467
"chr6","chr",30623535,30624642
