"rawScores","guideScore","log2_rate_ratio","repl0_fc","chrom","label","start","end"
NA,NA,NA,NA,"chr8","chr",128845336,128845356
NA,NA,NA,NA,"chr8","chr",128845346,128845366
NA,NA,NA,NA,"chr8","chr",128845351,128845371
NA,NA,NA,NA,"chr8","chr",128845368,128845388
NA,NA,NA,NA,"chr8","chr",128845378,128845398
NA,NA,NA,NA,"chr8","chr",128845381,128845401
NA,NA,NA,NA,"chr8","chr",128845387,128845407
NA,NA,NA,NA,"chr8","chr",128845388,128845408
NA,NA,NA,NA,"chr8","chr",128845413,128845433
NA,NA,NA,NA,"chr8","chr",128845414,128845434
NA,NA,NA,NA,"chr8","chr",128845444,128845464
NA,NA,NA,NA,"chr8","chr",128845448,128845468
NA,NA,NA,NA,"chr8","chr",128845454,128845474
NA,NA,NA,NA,"chr8","chr",128845463,128845483
NA,NA,NA,NA,"chr8","chr",128845464,128845484
NA,NA,NA,NA,"chr8","chr",128845514,128845534
NA,NA,NA,NA,"chr8","chr",128845518,128845538
NA,NA,NA,NA,"chr8","chr",128845519,128845539
NA,NA,NA,NA,"chr8","chr",128845523,128845543
NA,NA,NA,NA,"chr8","chr",128845524,128845544
NA,NA,NA,NA,"chr8","chr",128845541,128845561
NA,NA,NA,NA,"chr8","chr",128845548,128845568
NA,NA,NA,NA,"chr8","chr",128845552,128845572
NA,NA,NA,NA,"chr8","chr",128845560,128845580
NA,NA,NA,NA,"chr8","chr",128845618,128845638
NA,NA,NA,NA,"chr8","chr",128845619,128845639
NA,NA,NA,NA,"chr8","chr",128845622,128845642
NA,NA,NA,NA,"chr8","chr",128845623,128845643
NA,NA,NA,NA,"chr8","chr",128845629,128845649
NA,NA,NA,NA,"chr8","chr",128845630,128845650
NA,NA,NA,NA,"chr8","chr",128845631,128845651
NA,NA,NA,NA,"chr8","chr",128845635,128845655
NA,NA,NA,NA,"chr8","chr",128845640,128845660
NA,NA,NA,NA,"chr8","chr",128845641,128845661
NA,NA,NA,NA,"chr8","chr",128845646,128845666
NA,NA,NA,NA,"chr8","chr",128845651,128845671
NA,NA,NA,NA,"chr8","chr",128845653,128845673
NA,NA,NA,NA,"chr8","chr",128845672,128845692
NA,NA,NA,NA,"chr8","chr",128845673,128845693
NA,NA,NA,NA,"chr8","chr",128845967,128845987
NA,NA,NA,NA,"chr8","chr",128845981,128846001
NA,NA,NA,NA,"chr8","chr",128845985,128846005
NA,NA,NA,NA,"chr8","chr",128845989,128846009
NA,NA,NA,NA,"chr8","chr",128845990,128846010
NA,NA,NA,NA,"chr8","chr",128845996,128846016
NA,NA,NA,NA,"chr8","chr",128846006,128846026
NA,NA,NA,NA,"NA","neg",NA,NA
NA,NA,NA,NA,"chr8","chr",128846009,128846029
NA,NA,NA,NA,"chr8","chr",128846015,128846035
NA,NA,NA,NA,"chr8","chr",128846016,128846036
NA,NA,NA,NA,"chr8","chr",128846027,128846047
NA,NA,NA,NA,"chr8","chr",128846034,128846054
NA,NA,NA,NA,"chr8","chr",128846034,128846054
NA,NA,NA,NA,"chr8","chr",128846035,128846055
NA,NA,NA,NA,"chr8","chr",128846036,128846056
NA,NA,NA,NA,"chr8","chr",128846050,128846070
NA,NA,NA,NA,"chr8","chr",128846055,128846075
NA,NA,NA,NA,"chr8","chr",128846094,128846114
NA,NA,NA,NA,"chr8","chr",128846119,128846139
NA,NA,NA,NA,"chr8","chr",128846120,128846140
NA,NA,NA,NA,"chr8","chr",128846143,128846163
NA,NA,NA,NA,"chr8","chr",128846156,128846176
NA,NA,NA,NA,"chr8","chr",128846157,128846177
NA,NA,NA,NA,"chr8","chr",128846164,128846184
NA,NA,NA,NA,"chr8","chr",128846170,128846190
NA,NA,NA,NA,"chr8","chr",128846170,128846190
NA,NA,NA,NA,"chr8","chr",128846171,128846191
NA,NA,NA,NA,"chr8","chr",128846172,128846192
NA,NA,NA,NA,"chr8","chr",128846175,128846195
NA,NA,NA,NA,"chr8","chr",128846176,128846196
NA,NA,NA,NA,"chr8","chr",128846182,128846202
NA,NA,NA,NA,"chr8","chr",128846200,128846220
NA,NA,NA,NA,"chr8","chr",128846244,128846264
NA,NA,NA,NA,"chr8","chr",128846254,128846274
NA,NA,NA,NA,"chr8","chr",128846272,128846292
NA,NA,NA,NA,"chr8","chr",128846273,128846293
NA,NA,NA,NA,"chr8","chr",128846280,128846300
NA,NA,NA,NA,"chr8","chr",128846282,128846302
NA,NA,NA,NA,"chr8","chr",128846290,128846310
NA,NA,NA,NA,"chr8","chr",128846293,128846313
NA,NA,NA,NA,"chr8","chr",128846294,128846314
NA,NA,NA,NA,"chr8","chr",128846298,128846318
NA,NA,NA,NA,"chr8","chr",128846299,128846319
NA,NA,NA,NA,"chr8","chr",128846317,128846337
NA,NA,NA,NA,"chr8","chr",128846324,128846344
NA,NA,NA,NA,"chr8","chr",128846325,128846345
NA,NA,NA,NA,"chr8","chr",128846334,128846354
NA,NA,NA,NA,"chr8","chr",128846343,128846363
NA,NA,NA,NA,"chr8","chr",128846354,128846374
NA,NA,NA,NA,"chr8","chr",128846576,128846596
NA,NA,NA,NA,"chr8","chr",128846577,128846597
NA,NA,NA,NA,"chr8","chr",128846855,128846875
NA,NA,NA,NA,"chr8","chr",128846924,128846944
NA,NA,NA,NA,"chr8","chr",128846945,128846965
NA,NA,NA,NA,"chr8","chr",128847876,128847896
NA,NA,NA,NA,"chr8","chr",128847889,128847909
NA,NA,NA,NA,"chr8","chr",128847890,128847910
NA,NA,NA,NA,"chr8","chr",128847897,128847917
NA,NA,NA,NA,"chr8","chr",128847905,128847925
NA,NA,NA,NA,"chr8","chr",128847906,128847926
NA,NA,NA,NA,"chr8","chr",128847917,128847937
NA,NA,NA,NA,"chr8","chr",128847934,128847954
NA,NA,NA,NA,"chr8","chr",128847943,128847963
NA,NA,NA,NA,"chr8","chr",128847949,128847969
NA,NA,NA,NA,"chr8","chr",128847987,128848007
NA,NA,NA,NA,"chr8","chr",128848001,128848021
NA,NA,NA,NA,"chr8","chr",128848005,128848025
NA,NA,NA,NA,"chr8","chr",128848021,128848041
NA,NA,NA,NA,"chr8","chr",128848027,128848047
NA,NA,NA,NA,"chr8","chr",128848088,128848108
NA,NA,NA,NA,"chr8","chr",128848129,128848149
NA,NA,NA,NA,"chr8","chr",128848138,128848158
NA,NA,NA,NA,"chr8","chr",128848142,128848162
NA,NA,NA,NA,"chr8","chr",128848156,128848176
NA,NA,NA,NA,"chr8","chr",128848157,128848177
NA,NA,NA,NA,"chr8","chr",128848160,128848180
NA,NA,NA,NA,"chr8","chr",128848161,128848181
NA,NA,NA,NA,"chr8","chr",128848170,128848190
NA,NA,NA,NA,"chr8","chr",128848171,128848191
NA,NA,NA,NA,"chr8","chr",128848172,128848192
NA,NA,NA,NA,"chr8","chr",128848178,128848198
NA,NA,NA,NA,"chr8","chr",128848189,128848209
NA,NA,NA,NA,"chr8","chr",128848190,128848210
NA,NA,NA,NA,"chr8","chr",128848196,128848216
NA,NA,NA,NA,"chr8","chr",128848197,128848217
NA,NA,NA,NA,"chr8","chr",128848199,128848219
NA,NA,NA,NA,"chr8","chr",128848204,128848224
NA,NA,NA,NA,"chr8","chr",128848205,128848225
NA,NA,NA,NA,"chr8","chr",128848209,128848229
NA,NA,NA,NA,"chr8","chr",128848210,128848230
NA,NA,NA,NA,"chr8","chr",128848243,128848263
NA,NA,NA,NA,"chr8","chr",128848244,128848264
NA,NA,NA,NA,"chr8","chr",128848294,128848314
NA,NA,NA,NA,"chr8","chr",128848313,128848333
NA,NA,NA,NA,"chr8","chr",128848320,128848340
NA,NA,NA,NA,"chr8","chr",128848323,128848343
NA,NA,NA,NA,"chr8","chr",128848324,128848344
NA,NA,NA,NA,"chr8","chr",128848325,128848345
NA,NA,NA,NA,"chr8","chr",128848343,128848363
NA,NA,NA,NA,"chr8","chr",128848343,128848363
NA,NA,NA,NA,"chr8","chr",128848344,128848364
NA,NA,NA,NA,"chr8","chr",128848349,128848369
NA,NA,NA,NA,"chr8","chr",128848352,128848372
NA,NA,NA,NA,"chr8","chr",128848365,128848385
NA,NA,NA,NA,"chr8","chr",128848484,128848504
NA,NA,NA,NA,"chr8","chr",128848490,128848510
NA,NA,NA,NA,"chr8","chr",128848494,128848514
NA,NA,NA,NA,"chr8","chr",128848695,128848715
NA,NA,NA,NA,"chr8","chr",128848704,128848724
NA,NA,NA,NA,"chr8","chr",128848705,128848725
NA,NA,NA,NA,"chr8","chr",128848710,128848730
NA,NA,NA,NA,"chr8","chr",128848716,128848736
NA,NA,NA,NA,"chr8","chr",128848741,128848761
NA,NA,NA,NA,"chr8","chr",128848747,128848767
NA,NA,NA,NA,"chr8","chr",128848768,128848788
NA,NA,NA,NA,"chr8","chr",128848771,128848791
NA,NA,NA,NA,"chr8","chr",128848781,128848801
NA,NA,NA,NA,"chr8","chr",128848795,128848815
NA,NA,NA,NA,"chr8","chr",128848801,128848821
NA,NA,NA,NA,"chr8","chr",128848811,128848831
NA,NA,NA,NA,"chr8","chr",128848812,128848832
NA,NA,NA,NA,"chr8","chr",128848812,128848832
NA,NA,NA,NA,"chr8","chr",128848824,128848844
NA,NA,NA,NA,"chr8","chr",128848827,128848847
NA,NA,NA,NA,"chr8","chr",128848828,128848848
NA,NA,NA,NA,"chr8","chr",128848837,128848857
NA,NA,NA,NA,"chr8","chr",128848843,128848863
NA,NA,NA,NA,"chr8","chr",128848900,128848920
NA,NA,NA,NA,"chr8","chr",128848958,128848978
NA,NA,NA,NA,"chr8","chr",128848958,128848978
NA,NA,NA,NA,"chr8","chr",128848963,128848983
NA,NA,NA,NA,"chr8","chr",128848997,128849017
NA,NA,NA,NA,"chr8","chr",128849037,128849057
NA,NA,NA,NA,"chr8","chr",128849038,128849058
NA,NA,NA,NA,"chr8","chr",128849045,128849065
NA,NA,NA,NA,"chr8","chr",128849046,128849066
NA,NA,NA,NA,"chr8","chr",128849058,128849078
NA,NA,NA,NA,"chr8","chr",128849066,128849086
NA,NA,NA,NA,"chr8","chr",128849080,128849100
NA,NA,NA,NA,"chr8","chr",128849087,128849107
NA,NA,NA,NA,"chr8","chr",128849088,128849108
NA,NA,NA,NA,"chr8","chr",128849089,128849109
NA,NA,NA,NA,"chr8","chr",128849094,128849114
NA,NA,NA,NA,"chr8","chr",128849096,128849116
NA,NA,NA,NA,"chr8","chr",128849097,128849117
NA,NA,NA,NA,"chr8","chr",128849105,128849125
NA,NA,NA,NA,"chr8","chr",128849123,128849143
NA,NA,NA,NA,"chr8","chr",128849132,128849152
NA,NA,NA,NA,"chr8","chr",128849133,128849153
NA,NA,NA,NA,"chr8","chr",128849134,128849154
NA,NA,NA,NA,"chr8","chr",128849137,128849157
NA,NA,NA,NA,"chr8","chr",128849155,128849175
NA,NA,NA,NA,"chr8","chr",128849158,128849178
NA,NA,NA,NA,"chr8","chr",128849159,128849179
NA,NA,NA,NA,"chr8","chr",128849160,128849180
NA,NA,NA,NA,"chr8","chr",128849170,128849190
NA,NA,NA,NA,"chr8","chr",128849171,128849191
NA,NA,NA,NA,"chr8","chr",128849174,128849194
NA,NA,NA,NA,"chr8","chr",128849176,128849196
NA,NA,NA,NA,"chr8","chr",128849180,128849200
NA,NA,NA,NA,"chr8","chr",128849181,128849201
NA,NA,NA,NA,"chr8","chr",128849187,128849207
NA,NA,NA,NA,"chr8","chr",128849192,128849212
NA,NA,NA,NA,"chr8","chr",128849197,128849217
NA,NA,NA,NA,"chr8","chr",128849203,128849223
NA,NA,NA,NA,"chr8","chr",128849223,128849243
NA,NA,NA,NA,"chr8","chr",128849241,128849261
NA,NA,NA,NA,"chr8","chr",128849247,128849267
NA,NA,NA,NA,"chr8","chr",128849249,128849269
NA,NA,NA,NA,"chr8","chr",128849254,128849274
NA,NA,NA,NA,"chr8","chr",128849255,128849275
NA,NA,NA,NA,"chr8","chr",128849260,128849280
NA,NA,NA,NA,"chr8","chr",128849261,128849281
NA,NA,NA,NA,"chr8","chr",128849262,128849282
NA,NA,NA,NA,"chr8","chr",128849275,128849295
NA,NA,NA,NA,"chr8","chr",128849280,128849300
NA,NA,NA,NA,"chr8","chr",128849281,128849301
NA,NA,NA,NA,"chr8","chr",128849285,128849305
NA,NA,NA,NA,"chr8","chr",128849286,128849306
NA,NA,NA,NA,"chr8","chr",128849289,128849309
NA,NA,NA,NA,"chr8","chr",128849296,128849316
NA,NA,NA,NA,"chr8","chr",128849301,128849321
NA,NA,NA,NA,"chr8","chr",128849302,128849322
NA,NA,NA,NA,"chr8","chr",128849303,128849323
NA,NA,NA,NA,"chr8","chr",128849304,128849324
NA,NA,NA,NA,"chr8","chr",128849322,128849342
NA,NA,NA,NA,"chr8","chr",128849373,128849393
NA,NA,NA,NA,"chr8","chr",128849374,128849394
NA,NA,NA,NA,"chr8","chr",128849375,128849395
NA,NA,NA,NA,"chr8","chr",128849380,128849400
NA,NA,NA,NA,"chr8","chr",128849381,128849401
NA,NA,NA,NA,"chr8","chr",128849382,128849402
NA,NA,NA,NA,"chr8","chr",128849389,128849409
NA,NA,NA,NA,"chr8","chr",128849393,128849413
NA,NA,NA,NA,"chr8","chr",128849394,128849414
NA,NA,NA,NA,"chr8","chr",128849400,128849420
NA,NA,NA,NA,"chr8","chr",128849401,128849421
NA,NA,NA,NA,"chr8","chr",128849401,128849421
NA,NA,NA,NA,"chr8","chr",128849404,128849424
NA,NA,NA,NA,"chr8","chr",128849405,128849425
NA,NA,NA,NA,"chr8","chr",128849407,128849427
NA,NA,NA,NA,"chr8","chr",128849408,128849428
NA,NA,NA,NA,"chr8","chr",128849409,128849429
NA,NA,NA,NA,"chr8","chr",128849420,128849440
NA,NA,NA,NA,"chr8","chr",128849429,128849449
NA,NA,NA,NA,"chr8","chr",128849430,128849450
NA,NA,NA,NA,"chr8","chr",128849437,128849457
NA,NA,NA,NA,"chr8","chr",128849441,128849461
NA,NA,NA,NA,"chr8","chr",128849442,128849462
NA,NA,NA,NA,"chr8","chr",128849465,128849485
NA,NA,NA,NA,"chr8","chr",128849471,128849491
NA,NA,NA,NA,"chr8","chr",128849472,128849492
NA,NA,NA,NA,"chr8","chr",128849491,128849511
NA,NA,NA,NA,"chr8","chr",128849502,128849522
NA,NA,NA,NA,"chr8","chr",128849503,128849523
NA,NA,NA,NA,"chr8","chr",128849506,128849526
NA,NA,NA,NA,"chr8","chr",128849507,128849527
NA,NA,NA,NA,"chr8","chr",128849508,128849528
NA,NA,NA,NA,"chr8","chr",128849510,128849530
NA,NA,NA,NA,"chr8","chr",128849515,128849535
NA,NA,NA,NA,"chr8","chr",128849529,128849549
NA,NA,NA,NA,"chr8","chr",128849546,128849566
NA,NA,NA,NA,"chr8","chr",128849568,128849588
NA,NA,NA,NA,"chr8","chr",128849583,128849603
NA,NA,NA,NA,"chr8","chr",128849587,128849607
NA,NA,NA,NA,"chr8","chr",128849606,128849626
NA,NA,NA,NA,"chr8","chr",128849651,128849671
NA,NA,NA,NA,"chr8","chr",128849659,128849679
NA,NA,NA,NA,"chr8","chr",128849673,128849693
NA,NA,NA,NA,"chr8","chr",128849688,128849708
NA,NA,NA,NA,"chr8","chr",128849695,128849715
NA,NA,NA,NA,"chr8","chr",128849742,128849762
NA,NA,NA,NA,"chr8","chr",128849743,128849763
NA,NA,NA,NA,"chr8","chr",128849794,128849814
NA,NA,NA,NA,"chr8","chr",128849806,128849826
NA,NA,NA,NA,"chr8","chr",128849871,128849891
NA,NA,NA,NA,"chr8","chr",128849872,128849892
NA,NA,NA,NA,"chr8","chr",128849876,128849896
NA,NA,NA,NA,"chr8","chr",128849884,128849904
NA,NA,NA,NA,"chr8","chr",128849901,128849921
NA,NA,NA,NA,"chr8","chr",128849902,128849922
NA,NA,NA,NA,"chr8","chr",128849941,128849961
NA,NA,NA,NA,"chr8","chr",128849949,128849969
NA,NA,NA,NA,"chr8","chr",128849956,128849976
NA,NA,NA,NA,"chr8","chr",128849957,128849977
NA,NA,NA,NA,"chr8","chr",128849958,128849978
NA,NA,NA,NA,"chr8","chr",128849977,128849997
NA,NA,NA,NA,"chr8","chr",128849980,128850000
NA,NA,NA,NA,"chr8","chr",128849985,128850005
NA,NA,NA,NA,"chr8","chr",128849991,128850011
NA,NA,NA,NA,"chr8","chr",128849993,128850013
NA,NA,NA,NA,"chr8","chr",128849994,128850014
NA,NA,NA,NA,"chr8","chr",128849995,128850015
NA,NA,NA,NA,"chr8","chr",128850025,128850045
NA,NA,NA,NA,"chr8","chr",128850026,128850046
NA,NA,NA,NA,"chr8","chr",128850065,128850085
NA,NA,NA,NA,"chr8","chr",128850079,128850099
NA,NA,NA,NA,"chr8","chr",128850104,128850124
NA,NA,NA,NA,"chr8","chr",128850105,128850125
NA,NA,NA,NA,"chr8","chr",128850106,128850126
NA,NA,NA,NA,"chr8","chr",128850438,128850458
NA,NA,NA,NA,"chr8","chr",128850498,128850518
NA,NA,NA,NA,"chr8","chr",128850528,128850548
NA,NA,NA,NA,"chr8","chr",128850529,128850549
NA,NA,NA,NA,"chr8","chr",128850532,128850552
NA,NA,NA,NA,"chr8","chr",128850535,128850555
NA,NA,NA,NA,"chr8","chr",128850546,128850566
NA,NA,NA,NA,"chr8","chr",128850552,128850572
NA,NA,NA,NA,"chr8","chr",128850574,128850594
NA,NA,NA,NA,"chr8","chr",128850575,128850595
NA,NA,NA,NA,"chr8","chr",128850580,128850600
NA,NA,NA,NA,"chr8","chr",128850628,128850648
NA,NA,NA,NA,"chr8","chr",128850629,128850649
NA,NA,NA,NA,"chr8","chr",128850630,128850650
NA,NA,NA,NA,"chr8","chr",128850642,128850662
NA,NA,NA,NA,"chr8","chr",128850652,128850672
NA,NA,NA,NA,"chr8","chr",128851061,128851081
NA,NA,NA,NA,"chr8","chr",128851062,128851082
NA,NA,NA,NA,"chr8","chr",128851079,128851099
NA,NA,NA,NA,"chr8","chr",128851087,128851107
NA,NA,NA,NA,"chr8","chr",128851090,128851110
NA,NA,NA,NA,"chr8","chr",128851106,128851126
NA,NA,NA,NA,"chr8","chr",128851210,128851230
NA,NA,NA,NA,"chr8","chr",128851229,128851249
NA,NA,NA,NA,"chr8","chr",128851252,128851272
NA,NA,NA,NA,"chr8","chr",128851257,128851277
NA,NA,NA,NA,"chr8","chr",128851291,128851311
NA,NA,NA,NA,"chr8","chr",128851297,128851317
NA,NA,NA,NA,"chr8","chr",128851341,128851361
NA,NA,NA,NA,"chr8","chr",128851342,128851362
NA,NA,NA,NA,"chr8","chr",128851370,128851390
NA,NA,NA,NA,"chr8","chr",128851402,128851422
NA,NA,NA,NA,"chr8","chr",128851403,128851423
NA,NA,NA,NA,"chr8","chr",128851424,128851444
NA,NA,NA,NA,"chr8","chr",128851459,128851479
NA,NA,NA,NA,"chr8","chr",128851466,128851486
NA,NA,NA,NA,"chr8","chr",128851485,128851505
NA,NA,NA,NA,"chr8","chr",128851488,128851508
NA,NA,NA,NA,"chr8","chr",128851489,128851509
NA,NA,NA,NA,"chr8","chr",128851493,128851513
NA,NA,NA,NA,"chr8","chr",128851494,128851514
NA,NA,NA,NA,"chr8","chr",128851547,128851567
NA,NA,NA,NA,"chr8","chr",128851558,128851578
NA,NA,NA,NA,"chr8","chr",128851559,128851579
NA,NA,NA,NA,"chr8","chr",128851563,128851583
NA,NA,NA,NA,"chr8","chr",128851867,128851887
NA,NA,NA,NA,"chr8","chr",128851871,128851891
NA,NA,NA,NA,"chr8","chr",128851877,128851897
NA,NA,NA,NA,"chr8","chr",128851878,128851898
NA,NA,NA,NA,"chr8","chr",128851898,128851918
NA,NA,NA,NA,"chr8","chr",128851899,128851919
NA,NA,NA,NA,"chr8","chr",128851915,128851935
NA,NA,NA,NA,"chr8","chr",128851916,128851936
NA,NA,NA,NA,"chr8","chr",128851923,128851943
NA,NA,NA,NA,"chr8","chr",128851924,128851944
NA,NA,NA,NA,"chr8","chr",128851932,128851952
NA,NA,NA,NA,"chr8","chr",128851932,128851952
NA,NA,NA,NA,"chr8","chr",128851933,128851953
NA,NA,NA,NA,"chr8","chr",128851943,128851963
NA,NA,NA,NA,"chr8","chr",128851947,128851967
NA,NA,NA,NA,"chr8","chr",128851948,128851968
NA,NA,NA,NA,"chr8","chr",128851951,128851971
NA,NA,NA,NA,"chr8","chr",128851958,128851978
NA,NA,NA,NA,"chr8","chr",128851970,128851990
NA,NA,NA,NA,"chr8","chr",128851977,128851997
NA,NA,NA,NA,"chr8","chr",128851984,128852004
NA,NA,NA,NA,"chr8","chr",128851985,128852005
NA,NA,NA,NA,"chr8","chr",128851989,128852009
NA,NA,NA,NA,"chr8","chr",128852001,128852021
NA,NA,NA,NA,"chr8","chr",128852007,128852027
NA,NA,NA,NA,"chr8","chr",128852018,128852038
NA,NA,NA,NA,"chr8","chr",128852025,128852045
NA,NA,NA,NA,"chr8","chr",128852026,128852046
NA,NA,NA,NA,"chr8","chr",128852027,128852047
NA,NA,NA,NA,"chr8","chr",128852028,128852048
NA,NA,NA,NA,"chr8","chr",128852031,128852051
NA,NA,NA,NA,"chr8","chr",128852035,128852055
NA,NA,NA,NA,"chr8","chr",128852046,128852066
NA,NA,NA,NA,"chr8","chr",128852047,128852067
NA,NA,NA,NA,"chr8","chr",128852052,128852072
NA,NA,NA,NA,"chr8","chr",128852053,128852073
NA,NA,NA,NA,"chr8","chr",128852067,128852087
NA,NA,NA,NA,"chr8","chr",128852073,128852093
NA,NA,NA,NA,"chr8","chr",128852074,128852094
NA,NA,NA,NA,"chr8","chr",128852095,128852115
NA,NA,NA,NA,"chr8","chr",128852100,128852120
NA,NA,NA,NA,"chr8","chr",128852102,128852122
NA,NA,NA,NA,"chr8","chr",128852103,128852123
NA,NA,NA,NA,"chr8","chr",128852107,128852127
NA,NA,NA,NA,"chr8","chr",128852113,128852133
NA,NA,NA,NA,"chr8","chr",128852128,128852148
NA,NA,NA,NA,"chr8","chr",128852137,128852157
NA,NA,NA,NA,"chr8","chr",128852156,128852176
NA,NA,NA,NA,"chr8","chr",128852163,128852183
NA,NA,NA,NA,"chr8","chr",128852184,128852204
NA,NA,NA,NA,"chr8","chr",128852186,128852206
NA,NA,NA,NA,"chr8","chr",128852187,128852207
NA,NA,NA,NA,"chr8","chr",128852188,128852208
NA,NA,NA,NA,"chr8","chr",128852198,128852218
NA,NA,NA,NA,"chr8","chr",128852199,128852219
NA,NA,NA,NA,"chr8","chr",128852200,128852220
NA,NA,NA,NA,"chr8","chr",128852212,128852232
NA,NA,NA,NA,"chr8","chr",128852212,128852232
NA,NA,NA,NA,"chr8","chr",128852222,128852242
NA,NA,NA,NA,"chr8","chr",128852240,128852260
NA,NA,NA,NA,"chr8","chr",128852241,128852261
NA,NA,NA,NA,"chr8","chr",128852253,128852273
NA,NA,NA,NA,"chr8","chr",128852263,128852283
NA,NA,NA,NA,"chr8","chr",128852264,128852284
NA,NA,NA,NA,"chr8","chr",128852267,128852287
NA,NA,NA,NA,"chr8","chr",128852268,128852288
NA,NA,NA,NA,"chr8","chr",128852300,128852320
NA,NA,NA,NA,"chr8","chr",128852304,128852324
NA,NA,NA,NA,"chr8","chr",128852309,128852329
NA,NA,NA,NA,"chr8","chr",128852311,128852331
NA,NA,NA,NA,"chr8","chr",128852312,128852332
NA,NA,NA,NA,"chr8","chr",128852319,128852339
NA,NA,NA,NA,"chr8","chr",128852325,128852345
NA,NA,NA,NA,"chr8","chr",128852326,128852346
NA,NA,NA,NA,"chr8","chr",128852327,128852347
NA,NA,NA,NA,"chr8","chr",128852328,128852348
NA,NA,NA,NA,"chr8","chr",128852335,128852355
NA,NA,NA,NA,"chr8","chr",128852355,128852375
NA,NA,NA,NA,"chr8","chr",128852370,128852390
NA,NA,NA,NA,"chr8","chr",128852371,128852391
NA,NA,NA,NA,"chr8","chr",128852375,128852395
NA,NA,NA,NA,"chr8","chr",128852378,128852398
NA,NA,NA,NA,"chr8","chr",128852382,128852402
NA,NA,NA,NA,"chr8","chr",128852397,128852417
NA,NA,NA,NA,"chr8","chr",128852398,128852418
NA,NA,NA,NA,"chr8","chr",128852412,128852432
NA,NA,NA,NA,"chr8","chr",128852427,128852447
NA,NA,NA,NA,"chr8","chr",128852436,128852456
NA,NA,NA,NA,"chr8","chr",128852450,128852470
NA,NA,NA,NA,"chr8","chr",128852462,128852482
NA,NA,NA,NA,"chr8","chr",128852468,128852488
NA,NA,NA,NA,"chr8","chr",128852517,128852537
NA,NA,NA,NA,"chr8","chr",128852521,128852541
NA,NA,NA,NA,"chr8","chr",128852522,128852542
NA,NA,NA,NA,"chr8","chr",128852523,128852543
NA,NA,NA,NA,"chr8","chr",128852524,128852544
NA,NA,NA,NA,"chr8","chr",128852556,128852576
NA,NA,NA,NA,"chr8","chr",128852557,128852577
NA,NA,NA,NA,"chr8","chr",128852562,128852582
NA,NA,NA,NA,"chr8","chr",128852565,128852585
NA,NA,NA,NA,"chr8","chr",128852590,128852610
NA,NA,NA,NA,"chr8","chr",128852591,128852611
NA,NA,NA,NA,"chr8","chr",128852596,128852616
NA,NA,NA,NA,"chr8","chr",128852608,128852628
NA,NA,NA,NA,"chr8","chr",128852612,128852632
NA,NA,NA,NA,"chr8","chr",128852615,128852635
NA,NA,NA,NA,"chr8","chr",128852642,128852662
NA,NA,NA,NA,"chr8","chr",128852651,128852671
NA,NA,NA,NA,"chr8","chr",128852695,128852715
NA,NA,NA,NA,"chr8","chr",128852696,128852716
NA,NA,NA,NA,"chr8","chr",128852751,128852771
NA,NA,NA,NA,"chr8","chr",128852762,128852782
NA,NA,NA,NA,"chr8","chr",128852766,128852786
NA,NA,NA,NA,"chr8","chr",128852767,128852787
NA,NA,NA,NA,"chr8","chr",128852778,128852798
NA,NA,NA,NA,"chr8","chr",128852784,128852804
NA,NA,NA,NA,"chr8","chr",128852794,128852814
NA,NA,NA,NA,"chr8","chr",128852795,128852815
NA,NA,NA,NA,"chr8","chr",128852802,128852822
NA,NA,NA,NA,"chr8","chr",128852803,128852823
NA,NA,NA,NA,"chr8","chr",128852820,128852840
NA,NA,NA,NA,"chr8","chr",128852821,128852841
NA,NA,NA,NA,"chr8","chr",128852824,128852844
NA,NA,NA,NA,"chr8","chr",128852837,128852857
NA,NA,NA,NA,"chr8","chr",128852838,128852858
NA,NA,NA,NA,"chr8","chr",128852846,128852866
NA,NA,NA,NA,"chr8","chr",128852853,128852873
NA,NA,NA,NA,"chr8","chr",128852860,128852880
NA,NA,NA,NA,"chr8","chr",128852861,128852881
NA,NA,NA,NA,"chr8","chr",128852866,128852886
NA,NA,NA,NA,"chr8","chr",128852866,128852886
NA,NA,NA,NA,"chr8","chr",128852867,128852887
NA,NA,NA,NA,"chr8","chr",128852872,128852892
NA,NA,NA,NA,"chr8","chr",128852873,128852893
NA,NA,NA,NA,"chr8","chr",128852877,128852897
NA,NA,NA,NA,"chr8","chr",128852879,128852899
NA,NA,NA,NA,"chr8","chr",128852880,128852900
NA,NA,NA,NA,"chr8","chr",128852881,128852901
NA,NA,NA,NA,"chr8","chr",128852888,128852908
NA,NA,NA,NA,"chr8","chr",128852894,128852914
NA,NA,NA,NA,"chr8","chr",128852899,128852919
NA,NA,NA,NA,"chr8","chr",128852908,128852928
NA,NA,NA,NA,"chr8","chr",128852909,128852929
NA,NA,NA,NA,"chr8","chr",128852913,128852933
NA,NA,NA,NA,"chr8","chr",128852919,128852939
NA,NA,NA,NA,"chr8","chr",128852920,128852940
NA,NA,NA,NA,"chr8","chr",128852943,128852963
NA,NA,NA,NA,"chr8","chr",128852962,128852982
NA,NA,NA,NA,"chr8","chr",128852965,128852985
NA,NA,NA,NA,"chr8","chr",128852976,128852996
NA,NA,NA,NA,"chr8","chr",128852976,128852996
NA,NA,NA,NA,"chr8","chr",128852977,128852997
NA,NA,NA,NA,"chr8","chr",128852978,128852998
